"Record_ID#","SALARY","ROOKIE","POS","G","PA","AB","H","1B","2B","3B","HR","TB","BB","UBB","IBB","HBP","SF","SH","ROE","RBI","LEADOFF_PA","DP","TP","WP","PB","END_GAME","SO","BK","INTERFERENCE","FC","TOB","OUT","SIT_DP","GIDP","PITCHES","BALLS","STRIKES","FB","GB","LD","POP","Batted Balls","PA_P","PA_C","PA_1B","PA_2B","PA_3B","PA_SS","PA_LF","PA_CF","PA_RF","PA_DH","PA_PH","PA_PR","G_P","G_C","G_1B","G_2B","G_3B","G_SS","G_LF","G_CF","G_RF","G_DH","G_PH","G_PR","AVG","OBP","SLG","D_ISO","TBP","BBr","UBBr","IBBR","SO/BB","ABR","HITR","B1R","B2R","B3R","HRr","HBPR","SFR","SHR","ROEr","SOr","OUTR","NSOR","RBIR","LEADOFFR","END_GAMER","DP%","FB%","GB%","LD%","POP%","SB","CS","PICKOFF","R","SB%","RUNR","D_BPF","PA%","D_MLVr","D_PMLVr","D_RPMLVr","D_VORPr","D_MLV","D_PMLV","D_RPMLV","D_VORP","D_NETDP","D_EqA","D_EqR","D_RAR","D_RAP","D_RARP","D_OUTS_EQ","PA_ROB","R1","R2","R3","R1_BI","R2_BI","R3_BI","ROB","OBI","R1BI%","R2BI%","R3BI%","OBI%"
637,11500000,0,5,23,95,89,22,13,7,0,2,35,6,6,0,0,0,0,1,14,18,2,0,1,1,0,18,0,0,0,28,66,16,2,381,135,246,19,30,18,4,71,0,0,0,0,61,0,0,0,0,34,0,0,0,0,0,0,15,0,0,0,0,8,0,0,0.25,0.3,0.39,0.15,0.37,0.06,0.06,0,3,0.94,0.23,0.14,0.07,0,0.02,0,0,0,0.01,0.19,0.69,0.51,0.15,0.19,0,12.5,26.8,42.3,25.4,5.6,0,0,0,10,0,0.11,99.26,1.5,-0.11,-0.14,-0.01,-0.01,-2.4,-3,-0.26,-0.3,0.27,0.24,9.9,1.4,-2.9,0.2,67,46,35,17,7,2,8,2,59,12,5.7,47.1,28.6,20.3
638,1500000,0,7,52,200,175,42,35,4,2,1,53,22,21,1,1,2,0,1,14,56,9,0,1,0,2,18,0,0,0,65,134,40,8,774,305,469,32,85,34,8,159,0,0,0,0,0,0,157,0,0,37,6,0,0,0,0,0,0,0,40,0,0,9,6,0,0.24,0.33,0.3,0.06,0.27,0.11,0.11,0.01,0.82,0.88,0.21,0.18,0.02,0.01,0.01,0.01,0.01,0,0.01,0.09,0.67,0.58,0.07,0.28,0.01,20,20.1,53.5,21.4,5,3,1,0,14,75,0.07,99.56,3.2,-0.18,-0.23,-0.1,-0.1,-8.4,-10.6,-4.9,-4.6,3.66,0.24,18.2,0.9,-8.2,-2,136,83,56,37,19,3,5,5,112,13,5.4,13.5,26.3,11.6
641,5083333,0,8,110,409,361,102,74,18,3,7,147,35,35,0,1,4,8,4,41,106,7,0,2,0,4,59,1,0,1,138,266,95,6,1497,547,950,89,143,56,26,314,0,0,0,0,0,0,0,407,0,0,2,0,0,0,0,0,0,0,0,114,0,0,2,8,0.28,0.34,0.41,0.13,0.36,0.09,0.09,0,1.69,0.88,0.25,0.18,0.04,0.01,0.02,0,0.01,0.02,0.01,0.14,0.65,0.51,0.1,0.26,0.01,6.3,28.3,45.5,17.8,8.3,20,7,2,55,74.1,0.13,102.05,6.4,0.01,0,0.12,0.14,0.7,-0.1,11.2,13,-4.3,0.27,50.5,15.3,1,13.6,278,190,148,89,45,5,10,19,282,34,3.4,11.2,42.2,12.1
642,5000000,0,6,90,300,266,59,48,10,1,0,71,24,15,9,0,3,7,2,23,67,9,0,1,0,1,29,0,0,0,83,215,50,4,1087,397,690,64,108,51,24,247,0,0,0,0,0,288,0,0,0,0,12,0,0,0,0,0,0,84,0,0,0,0,12,0,0.22,0.28,0.27,0.05,0.24,0.08,0.05,0.03,1.21,0.89,0.2,0.16,0.03,0,0,0,0.01,0.02,0.01,0.1,0.72,0.62,0.08,0.22,0,8,25.9,43.7,20.6,9.7,5,4,1,24,55.6,0.08,100.35,4.9,-0.32,-0.28,-0.16,-0.18,-22.7,-19.7,-11.67,-12.6,-1.42,0.2,18.8,-9.3,-17,-7,221,133,83,61,39,3,8,12,183,23,3.6,13.1,30.8,12.6
644,6000000,0,3,65,281,258,74,42,19,1,12,131,19,16,3,2,2,0,0,38,63,10,0,5,1,7,40,0,0,0,95,186,64,10,993,377,616,77,79,52,13,221,0,0,148,0,133,0,0,0,0,0,0,0,0,0,34,0,31,0,0,0,0,0,0,0,0.29,0.34,0.51,0.22,0.47,0.07,0.06,0.01,2.11,0.92,0.26,0.15,0.07,0,0.04,0.01,0.01,0,0,0.14,0.66,0.52,0.14,0.22,0.02,15.6,34.8,35.7,23.5,5.9,1,0,2,37,100,0.13,101.08,4.3,0.15,0.08,0.22,0.23,9.2,4.8,13.93,14.2,3.06,0.29,41.2,17.6,5.2,13.7,186,144,103,66,31,4,13,9,200,26,3.9,19.7,29,13
645,4000000,0,3,87,278,248,68,42,23,1,2,99,20,20,0,6,1,3,3,21,64,8,0,1,0,4,29,0,0,2,94,179,51,6,1049,388,661,48,119,44,12,223,0,0,103,0,0,0,81,0,0,79,15,0,0,0,33,0,0,0,26,0,0,25,15,0,0.27,0.34,0.4,0.13,0.36,0.07,0.07,0,1.45,0.89,0.24,0.15,0.08,0,0.01,0.02,0,0.01,0.01,0.1,0.64,0.54,0.08,0.23,0.01,11.8,21.5,53.4,19.7,5.4,1,1,0,28,50,0.1,101.37,4.3,-0.01,-0.07,0.07,0.06,-0.6,-4.1,4.13,3.8,0.47,0.26,33.1,9.7,-3.9,4.5,185,116,80,60,20,2,10,7,160,19,2.5,16.7,35,11.9
646,411000,0,9,150,617,538,161,81,40,3,37,318,62,59,3,8,8,1,6,113,135,13,0,6,1,7,146,2,0,2,231,378,136,8,2370,888,1482,139,110,114,38,401,0,0,0,0,0,0,85,37,482,0,13,0,0,0,0,0,0,0,29,14,124,0,13,1,0.3,0.38,0.59,0.29,0.52,0.1,0.1,0,2.35,0.87,0.26,0.13,0.06,0,0.06,0.01,0.01,0,0.01,0.24,0.61,0.38,0.18,0.22,0.01,5.9,34.7,27.4,28.4,9.5,4,4,0,104,50,0.17,98.73,9.7,0.35,0.28,0.4,0.4,49.1,39.4,56.92,55.7,-6.74,0.33,117.9,68.4,43.8,61.5,390,303,208,152,66,15,35,26,426,76,7.2,23,39.4,17.8
647,13000000,0,7,142,623,555,168,119,27,5,17,256,64,64,0,1,1,2,7,71,240,8,0,4,2,7,82,1,0,0,233,383,74,5,2556,979,1577,110,211,110,45,476,0,0,1,0,0,0,341,156,0,119,6,0,0,0,1,0,0,0,87,34,0,27,6,2,0.3,0.38,0.46,0.16,0.41,0.1,0.1,0,1.28,0.89,0.27,0.19,0.04,0.01,0.03,0,0,0,0.01,0.13,0.61,0.48,0.11,0.39,0.01,6.8,23.1,44.3,23.1,9.5,29,8,1,95,78.4,0.15,101.17,10,0.16,0.12,0.24,0.27,22.5,17.1,34.91,38.8,-3.02,0.29,92.5,42,16.9,35,398,197,125,96,58,6,17,31,279,54,4.8,17.7,53.4,19.4
649,6200000,0,2,108,407,347,71,40,16,4,11,128,43,41,2,8,4,5,1,51,88,7,0,3,2,4,94,1,0,1,122,283,70,4,1645,640,1005,97,101,46,18,262,0,221,0,0,136,0,2,46,0,0,2,0,0,60,0,0,51,0,2,13,0,0,2,2,0.21,0.3,0.37,0.16,0.31,0.11,0.1,0,2.19,0.85,0.17,0.1,0.04,0.01,0.03,0.02,0.01,0.01,0,0.23,0.7,0.46,0.13,0.22,0.01,5.7,37,38.6,17.6,6.9,4,3,1,41,57.1,0.1,101.74,6.4,-0.16,-0.15,-0.04,-0.05,-15.4,-13.7,-4.2,-4.8,-3.59,0.24,41,4.5,-7.4,5.7,288,180,124,90,35,11,12,17,249,40,8.9,13.3,48.6,16.1
650,4200000,0,6,137,612,579,183,134,35,5,9,255,23,22,1,5,4,1,11,55,171,11,0,2,1,7,57,0,0,0,211,390,106,10,1966,692,1274,108,277,108,34,527,0,0,0,0,0,608,0,0,0,0,4,0,0,0,0,0,0,136,0,0,0,0,4,1,0.32,0.35,0.44,0.12,0.42,0.04,0.04,0,2.48,0.95,0.3,0.22,0.06,0.01,0.01,0.01,0.01,0,0.02,0.09,0.64,0.54,0.09,0.28,0.01,9.4,20.5,52.6,20.5,6.5,6,5,3,77,54.5,0.13,100.25,9.9,0.1,0.14,0.25,0.25,13.8,19.5,36.24,35,-1.49,0.27,78.9,27.4,14.5,33,406,228,162,105,42,8,19,19,309,46,4.9,18.1,45.2,14.9
651,16500000,0,8,146,608,551,153,93,37,2,21,257,50,44,6,6,1,0,8,78,134,18,0,6,2,6,108,0,0,0,209,391,118,15,2149,808,1341,124,213,78,29,444,0,0,0,0,0,0,0,570,0,38,0,0,0,0,0,0,0,0,0,137,0,9,0,0,0.28,0.34,0.47,0.19,0.42,0.08,0.07,0.01,2.16,0.91,0.25,0.15,0.06,0,0.03,0.01,0,0,0.01,0.18,0.64,0.47,0.13,0.22,0.01,12.7,27.9,48,17.6,6.5,19,5,2,85,79.2,0.14,100.89,9.9,0.09,0.08,0.2,0.22,13.1,11.7,29.3,32,2.21,0.28,83.5,32.2,11.2,29.5,404,286,204,125,72,11,22,24,401,57,5.4,17.6,33.3,14.2
654,21600000,0,6,149,668,596,179,140,25,3,11,243,52,52,0,9,4,7,12,69,119,26,0,4,0,3,85,0,0,0,240,416,134,24,2492,950,1542,102,308,99,13,522,0,0,0,0,0,659,0,0,0,9,0,0,0,0,0,0,0,148,0,0,0,2,0,0,0.3,0.36,0.41,0.11,0.36,0.08,0.08,0,1.63,0.89,0.27,0.21,0.04,0,0.02,0.01,0.01,0.01,0.02,0.13,0.62,0.5,0.1,0.18,0,17.9,19.5,59,19,2.5,11,5,3,88,68.8,0.13,101.01,10.7,0.06,0.1,0.22,0.22,9.4,15.4,33.73,34,9.47,0.27,85.1,30.2,16.5,36.2,433,286,188,135,57,5,26,27,380,58,2.7,19.3,47.4,15.3
655,14000000,0,7,108,503,453,127,71,27,0,29,241,43,32,11,3,4,0,3,75,176,11,0,4,0,3,103,0,0,2,173,325,66,9,1877,668,1209,135,105,75,39,354,0,0,0,0,0,0,501,0,0,0,2,0,0,0,0,1,0,0,108,0,0,0,2,0,0.28,0.34,0.53,0.25,0.48,0.09,0.06,0.02,2.4,0.9,0.25,0.14,0.05,0,0.06,0.01,0.01,0,0.01,0.2,0.65,0.44,0.15,0.35,0.01,13.6,38.1,29.7,21.2,11,19,3,6,76,86.4,0.15,101.13,7.9,0.18,0.13,0.25,0.28,20.7,14.3,28.58,32.5,1.84,0.29,76,33.8,12.4,27.6,333,199,109,117,55,4,24,18,281,46,3.7,20.5,32.7,16.4
658,1300000,0,8,107,374,333,101,74,21,0,6,140,19,18,1,12,5,5,2,50,98,4,0,5,1,5,68,0,0,1,132,239,76,3,1401,472,929,80,120,55,20,275,0,0,0,0,0,0,60,278,12,0,24,0,0,0,0,0,0,0,26,78,6,0,24,0,0.3,0.36,0.42,0.12,0.37,0.05,0.05,0,3.58,0.89,0.27,0.2,0.06,0,0.02,0.03,0.01,0.01,0.01,0.18,0.64,0.46,0.13,0.26,0.01,3.9,29.1,43.6,20,7.3,5,6,0,52,45.5,0.14,101.55,5.9,0.07,0.06,0.17,0.15,5.8,4.9,14.55,12.5,-5.24,0.27,46.1,14.7,1.1,12.4,248,182,121,94,46,7,14,23,261,44,5.8,14.9,50,16.9
659,900000,0,8,119,463,413,109,61,21,2,25,209,42,39,3,5,3,0,4,71,100,10,0,7,0,7,100,0,0,0,156,303,93,8,1771,687,1084,91,115,62,48,316,0,0,0,0,0,0,65,380,1,0,17,0,0,0,0,0,0,0,17,89,1,0,17,1,0.26,0.34,0.51,0.24,0.45,0.09,0.08,0.01,2.38,0.89,0.24,0.13,0.05,0,0.05,0.01,0.01,0,0.01,0.22,0.65,0.44,0.15,0.22,0.02,8.6,28.8,36.4,19.6,15.2,2,1,1,65,66.7,0.14,98.66,7.3,0.14,0.13,0.24,0.24,14.6,13.5,25.91,25.9,-2.08,0.29,70.5,31.5,14.4,28.4,308,245,172,112,55,6,24,16,339,46,3.5,21.4,29.1,13.6
662,1165000,0,3,78,198,189,50,31,13,0,6,81,6,6,0,1,1,1,3,25,47,8,0,0,0,3,56,0,0,1,57,137,43,7,735,238,497,38,59,34,4,135,0,0,90,12,44,23,0,0,0,2,27,0,0,0,36,3,21,14,0,0,0,1,27,3,0.27,0.29,0.43,0.16,0.41,0.03,0.03,0,9.33,0.95,0.25,0.16,0.07,0,0.03,0.01,0.01,0.01,0.02,0.28,0.69,0.41,0.13,0.24,0.02,16.3,28.1,43.7,25.2,3,0,1,1,24,0,0.12,101.02,3.2,-0.06,-0.1,0.02,0.01,-2.9,-4.4,1.13,0.5,2.34,0.25,21.1,3.1,-5.9,0.6,142,94,67,47,17,5,8,6,131,19,7.5,17,35.3,14.5
663,460000,0,9,155,653,599,143,96,33,3,11,215,39,34,5,10,4,0,5,71,146,19,0,4,3,13,111,0,1,4,192,451,141,18,2276,771,1505,141,224,82,45,492,0,0,0,0,0,0,0,0,649,0,4,0,0,0,0,0,0,0,0,0,152,0,4,0,0.24,0.29,0.36,0.12,0.33,0.06,0.05,0.01,2.85,0.92,0.22,0.15,0.05,0,0.02,0.02,0.01,0,0.01,0.17,0.69,0.52,0.11,0.22,0.02,12.8,28.7,45.5,16.7,9.1,0,1,0,70,0,0.11,98.75,10.3,-0.16,-0.24,-0.11,-0.11,-23.2,-35.1,-16.14,-16.7,2.71,0.23,59.6,1.1,-28.7,-7.7,461,326,236,164,94,10,24,26,494,60,4.2,14.6,27.7,12.1
665,401200,0,5,95,362,324,82,53,17,2,10,133,32,29,3,4,1,1,4,33,85,8,0,1,0,2,44,0,0,0,118,240,71,7,1383,540,843,73,112,62,35,282,0,0,73,34,173,8,0,0,0,69,5,0,0,0,19,10,41,2,0,0,0,23,5,0,0.25,0.33,0.41,0.16,0.37,0.09,0.08,0.01,1.38,0.9,0.23,0.15,0.05,0.01,0.03,0.01,0,0,0.01,0.12,0.66,0.54,0.09,0.23,0.01,9.9,25.9,39.7,22,12.4,2,2,2,33,50,0.09,99.63,5.7,-0.02,-0.06,0.07,0.06,-2,-5.3,5.47,4.9,-0.7,0.26,42.6,11.4,-4.3,6.9,246,161,119,74,48,3,10,10,241,23,2.5,13.5,20.8,9.5
666,4500000,0,6,105,423,389,83,56,15,2,10,132,22,21,1,5,7,0,2,35,92,7,0,2,0,7,100,0,0,2,110,309,80,7,1600,529,1071,114,94,64,24,296,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0.21,0.26,0.34,0.13,0.31,0.05,0.05,0,4.55,0.92,0.2,0.13,0.04,0,0.02,0.01,0.02,0,0,0.24,0.73,0.49,0.08,0.22,0.02,8.8,38.5,31.8,21.6,8.1,5,1,0,30,83.3,0.07,94.96,6.8,-0.24,-0.2,-0.08,-0.07,-23.6,-19.8,-8.14,-7.2,-1.67,0.22,35.5,-4.4,-14.1,0.2,314,174,131,70,43,6,4,15,244,25,4.6,5.7,34.9,10.2
669,415000,0,2,92,328,283,55,38,8,0,9,90,30,26,4,3,4,8,2,42,80,2,0,3,0,2,90,0,0,1,88,237,50,1,1199,447,752,61,80,20,45,206,0,328,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0.19,0.28,0.32,0.12,0.27,0.09,0.08,0.01,3,0.86,0.17,0.12,0.02,0,0.03,0.01,0.01,0.02,0.01,0.27,0.72,0.45,0.13,0.24,0.01,2,29.6,38.8,9.7,21.8,2,2,1,35,50,0.11,101.04,5.3,-0.28,-0.23,-0.14,-0.15,-22,-17.8,-11.13,-11.7,-4.42,0.21,25.5,-5.2,-11.5,-0.5,242,143,85,66,53,2,14,17,204,33,2.4,21.2,32.1,16.2
671,440000,0,11,122,240,226,68,44,14,1,9,111,11,10,1,1,2,0,2,40,55,5,0,1,1,5,40,0,0,0,80,158,53,4,875,297,578,69,60,44,15,188,0,0,5,0,149,0,8,0,3,7,67,0,0,0,2,0,52,0,3,0,4,2,67,0,0.3,0.33,0.49,0.19,0.46,0.05,0.04,0,3.64,0.94,0.28,0.18,0.06,0,0.04,0,0.01,0,0.01,0.17,0.66,0.49,0.17,0.23,0.02,7.5,36.7,31.9,23.4,8,3,1,1,31,75,0.13,99.67,3.8,0.14,0.15,0.23,0.24,7.8,8.3,13.07,13.4,-1.75,0.28,33.9,13.5,2.6,10,161,112,81,45,23,11,10,10,149,31,13.6,22.2,43.5,20.8
678,407000,0,4,94,236,216,58,44,12,0,2,76,18,16,2,1,0,1,6,28,51,6,0,1,0,0,41,0,0,0,77,153,58,6,886,280,606,38,96,30,12,176,0,0,0,117,4,87,1,0,0,0,27,0,0,0,0,43,7,27,1,1,0,0,27,7,0.27,0.33,0.35,0.08,0.32,0.08,0.07,0.01,2.28,0.92,0.25,0.19,0.05,0,0.01,0,0,0,0.03,0.17,0.65,0.47,0.12,0.22,0,10.3,21.6,54.5,17,6.8,4,1,0,36,80,0.15,101.39,3.7,-0.1,-0.08,0.03,0.04,-5.5,-4.2,1.39,2,-0.29,0.24,22.7,2.4,-5.4,1.8,160,117,97,45,26,6,8,12,168,26,6.2,17.8,46.2,15.5
684,7000000,1,9,149,590,501,129,91,25,3,10,190,81,72,9,1,5,2,4,58,119,9,0,9,2,7,104,0,0,1,211,374,123,7,2533,1026,1507,107,206,72,19,404,0,0,0,0,0,0,0,29,541,5,15,0,0,0,0,0,0,0,0,12,137,1,15,1,0.26,0.36,0.38,0.12,0.32,0.14,0.12,0.02,1.28,0.85,0.22,0.15,0.04,0.01,0.02,0,0.01,0,0.01,0.18,0.63,0.46,0.1,0.2,0.01,5.7,26.5,51,17.8,4.7,12,4,2,79,75,0.13,101.63,9.2,-0.02,-0.09,0.03,0.04,-2.7,-12.2,4.34,5.5,-6.34,0.26,67.9,19.3,-4.9,12.5,383,289,208,143,63,5,21,22,414,48,2.4,14.7,34.9,11.6
693,405000,0,2,53,183,168,38,30,6,0,2,50,6,6,0,4,0,5,4,12,48,7,0,3,1,2,34,0,0,1,48,130,36,5,577,147,430,31,85,11,12,139,0,182,0,0,0,0,0,0,0,0,1,0,0,59,0,0,0,0,0,0,0,0,1,0,0.23,0.27,0.3,0.07,0.27,0.03,0.03,0,5.67,0.92,0.21,0.16,0.03,0,0.01,0.02,0,0.03,0.02,0.19,0.71,0.52,0.07,0.26,0.01,13.9,22.3,61.2,7.9,8.6,0,0,0,16,0,0.09,99.8,3,-0.3,-0.24,-0.16,-0.16,-13.1,-10.6,-6.91,-6.9,1.1,0.2,12.2,-5,-8.5,-2.4,135,82,59,32,13,2,4,4,104,10,3.4,12.5,30.8,9.6
697,1975000,0,8,133,538,479,120,102,15,2,1,142,36,36,0,5,3,15,11,26,186,7,0,2,0,5,79,0,0,2,161,364,64,4,1929,693,1236,78,239,69,34,420,0,0,0,0,0,0,0,521,0,0,17,0,0,0,0,0,0,0,0,124,0,0,17,4,0.25,0.31,0.3,0.05,0.26,0.07,0.07,0,2.19,0.89,0.22,0.19,0.03,0,0,0.01,0.01,0.03,0.02,0.15,0.68,0.53,0.05,0.35,0.01,6.3,18.6,56.9,16.4,8.1,68,7,4,64,90.7,0.12,102.54,8.5,-0.23,-0.24,-0.12,0.01,-28.6,-29.2,-14.62,1.6,-2.94,0.24,55,6.3,-13.8,3.7,384,182,103,88,53,0,6,19,244,25,0,6.8,35.8,10.2
704,700000,0,4,121,583,518,165,102,41,4,18,268,45,44,1,6,7,7,5,71,236,14,0,2,0,3,67,0,0,0,216,362,100,12,2199,811,1388,159,160,110,36,465,0,0,0,582,0,0,0,0,0,0,1,0,0,0,0,121,0,0,0,0,0,0,1,0,0.32,0.38,0.52,0.2,0.46,0.08,0.08,0,1.49,0.89,0.28,0.17,0.07,0.01,0.03,0.01,0.01,0.01,0.01,0.11,0.62,0.51,0.12,0.4,0.01,12,34.2,34.4,23.7,7.7,26,2,4,102,92.9,0.17,101.16,9,0.25,0.24,0.36,0.41,32.4,31.3,47.27,53.9,1.16,0.31,98.8,52,35.2,52,369,213,148,96,58,7,22,24,302,53,4.7,22.9,41.4,17.6
708,406000,0,8,159,699,625,155,84,42,7,22,277,62,60,2,1,5,6,3,85,184,12,0,7,0,14,165,1,0,1,218,477,123,10,2778,1095,1683,154,186,78,54,472,0,0,0,0,0,0,0,697,0,0,2,0,0,0,0,0,0,0,0,159,0,0,2,0,0.25,0.32,0.44,0.2,0.4,0.09,0.09,0,2.66,0.89,0.22,0.12,0.06,0.01,0.03,0,0.01,0.01,0,0.24,0.68,0.45,0.12,0.26,0.02,8.1,32.6,39.4,16.5,11.4,14,5,1,85,73.7,0.12,102.46,11.4,-0.02,-0.03,0.09,0.1,-3.8,-5.2,14.92,16.1,-3.34,0.26,81.9,20.2,-4.4,17.7,486,302,193,162,75,8,28,27,430,63,4.1,17.3,36,14.7
714,1500000,0,6,150,663,611,178,102,44,11,21,307,41,35,6,1,7,3,8,67,200,8,0,5,0,8,109,1,0,0,220,435,95,5,2518,915,1603,186,179,111,36,512,0,0,0,0,0,661,0,0,0,0,2,0,0,0,0,0,0,151,0,0,0,0,2,0,0.29,0.33,0.5,0.21,0.46,0.06,0.05,0.01,2.66,0.92,0.27,0.15,0.07,0.02,0.03,0,0.01,0,0.01,0.16,0.66,0.49,0.1,0.3,0.01,5.3,36.3,35,21.7,7,3,3,3,91,50,0.14,102.56,10.8,0.13,0.16,0.28,0.28,19.6,25.8,44.22,43.3,-5.3,0.28,89.2,32.6,18.6,38.9,446,247,163,120,60,5,24,17,343,46,3.1,20,28.3,13.4
736,2000000,0,2,78,250,216,47,36,8,0,3,64,25,22,3,2,1,6,3,24,52,5,0,4,0,3,41,0,0,1,74,172,50,4,979,392,587,58,88,25,11,182,0,243,2,0,1,0,0,0,0,0,4,0,0,77,2,1,1,0,0,0,0,0,4,1,0.22,0.3,0.3,0.08,0.26,0.1,0.09,0.01,1.64,0.86,0.19,0.14,0.03,0,0.01,0.01,0,0.02,0.01,0.16,0.69,0.52,0.1,0.21,0.01,8,31.9,48.4,13.7,6,0,2,0,15,0,0.06,99.35,4.1,-0.24,-0.19,-0.1,-0.12,-14.3,-11.1,-5.97,-7.2,-1.42,0.22,19.2,-3.3,-8.3,-0.2,178,120,79,59,28,3,8,10,166,21,3.8,13.6,35.7,12.7
737,2750000,0,4,101,297,261,73,54,15,0,4,100,29,28,1,2,5,0,2,38,48,10,0,1,0,5,30,0,0,1,104,190,72,9,1223,459,764,72,86,60,18,236,0,0,8,183,52,19,0,0,0,0,35,0,0,0,2,46,17,5,0,0,0,0,35,0,0.28,0.35,0.38,0.1,0.34,0.1,0.09,0,1.03,0.88,0.25,0.18,0.05,0,0.01,0.01,0.02,0,0.01,0.1,0.64,0.54,0.13,0.16,0.02,12.5,30.5,36.4,25.4,7.6,0,0,0,27,0,0.09,99.23,4.9,0,0.01,0.11,0.11,0.1,0.3,7.92,7.9,1.19,0.27,35.5,11,0.1,8.9,193,142,101,67,24,5,13,16,192,34,5,19.4,66.7,17.7
739,12333333,0,5,128,534,439,160,113,24,1,22,252,90,74,16,1,4,0,2,75,84,16,0,6,1,6,61,0,0,1,251,280,119,13,1990,919,1071,118,164,81,19,382,0,0,0,0,511,0,0,0,0,13,10,0,0,0,0,0,115,0,0,0,0,3,10,0,0.36,0.47,0.57,0.21,0.47,0.17,0.14,0.03,0.68,0.82,0.3,0.21,0.04,0,0.04,0,0.01,0,0,0.11,0.52,0.41,0.14,0.16,0.01,10.9,30.9,42.9,21.2,5,4,0,1,82,100,0.15,98.7,8.4,0.53,0.5,0.62,0.63,65,61.2,76.07,77.3,0.1,0.37,113.9,78,61.7,74.6,283,271,179,113,62,13,19,21,354,53,7.3,16.8,33.9,15
740,13326306,0,10,114,482,418,94,59,16,0,19,167,58,55,3,5,1,0,4,57,82,21,0,6,0,8,83,2,0,1,157,320,114,19,1998,803,1195,95,142,50,49,336,0,0,0,0,0,0,23,0,0,457,2,0,0,0,0,0,0,0,6,0,0,106,2,0,0.23,0.33,0.4,0.18,0.35,0.12,0.11,0.01,1.43,0.87,0.2,0.12,0.03,0,0.04,0.01,0,0,0.01,0.17,0.66,0.49,0.12,0.17,0.02,16.7,28.3,42.3,14.9,14.6,9,2,1,52,81.8,0.11,101.76,7.6,-0.07,-0.1,0.02,0.04,-8.2,-11,2.65,4.1,6.64,0.26,55.5,14,-10.9,4,327,245,175,101,57,6,15,17,333,38,3.4,14.9,29.8,11.4
745,9000000,0,4,121,474,440,123,87,23,1,12,184,25,24,1,7,2,0,5,59,91,14,0,5,0,7,52,0,0,1,155,313,88,13,1600,618,982,125,163,80,22,390,0,0,2,466,0,0,0,0,0,0,6,0,0,0,1,116,0,0,0,0,0,0,6,0,0.28,0.33,0.42,0.14,0.39,0.05,0.05,0,2.08,0.93,0.26,0.18,0.05,0,0.03,0.01,0,0,0.01,0.11,0.66,0.55,0.12,0.19,0.01,14.8,32.1,41.8,20.5,5.6,0,1,0,42,0,0.09,98.5,7.7,0.02,0.01,0.13,0.12,1.7,0.9,14.28,13.7,3.46,0.26,57.2,16.6,1.6,16.2,320,231,141,116,53,9,17,21,310,47,6.4,14.7,39.6,15.2
748,1250000,0,2,23,55,53,9,9,0,0,0,9,1,1,0,1,0,0,1,4,16,0,0,1,0,0,4,0,0,0,11,43,4,0,167,52,115,12,21,12,4,49,0,44,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,11,0,0.17,0.2,0.17,0,0.16,0.02,0.02,0,4,0.96,0.16,0.16,0,0,0,0.02,0,0,0.02,0.07,0.78,0.71,0.07,0.29,0,0,24.5,42.9,24.5,8.2,0,0,0,0,0,0,99.44,0.9,-0.63,-0.56,-0.49,-0.49,-8.1,-7.2,-6.33,-6.3,-0.43,0.04,0.1,-5.5,-7.5,-5.5,44,18,11,8,3,0,1,3,22,4,0,12.5,100,18.2
749,2200000,0,11,119,321,286,64,42,13,1,8,103,27,27,0,2,4,2,1,53,60,9,0,2,1,13,65,0,0,3,93,224,68,9,1272,482,790,84,90,36,18,228,0,0,0,0,0,0,104,30,138,0,49,0,0,0,0,0,0,0,34,8,43,0,49,3,0.22,0.29,0.36,0.14,0.32,0.08,0.08,0,2.41,0.89,0.2,0.13,0.04,0,0.02,0.01,0.01,0.01,0,0.2,0.7,0.5,0.17,0.19,0.04,13.2,36.8,39.5,15.8,7.9,2,1,1,28,66.7,0.09,99.19,5.1,-0.17,-0.21,-0.1,-0.1,-12.8,-15.3,-7.59,-7.6,1.63,0.24,31.2,2.2,-13.2,-2.8,229,161,111,78,47,8,17,20,236,45,7.2,21.8,42.6,19.1
750,9666666,0,9,146,653,559,171,115,40,4,12,255,87,85,2,2,5,0,6,63,158,22,0,6,2,9,52,0,0,1,260,386,121,18,2427,1064,1363,138,214,114,46,512,0,0,0,0,0,0,0,0,649,0,4,0,0,0,0,0,0,0,0,2,144,0,4,0,0.31,0.4,0.46,0.15,0.39,0.13,0.13,0,0.6,0.86,0.26,0.18,0.06,0.01,0.02,0,0.01,0,0.01,0.08,0.59,0.51,0.1,0.24,0.01,14.9,27,41.8,22.3,9,2,2,1,81,50,0.12,95.36,10.5,0.23,0.15,0.28,0.28,35.4,23.4,42.68,42.1,4.88,0.32,113.7,63.6,38.2,56.2,395,264,190,113,57,11,18,22,360,51,5.8,15.9,38.6,14.2
