X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
"B1R","R2",0.14761,0.14676005,0.060979992,0.14138,5.0,0.029153872
"LD","G_SS",0.14759,0.102280684,0.035669997,0.14405,5.0,0.21285984
"RBI","UBBr",0.14757,0.13091742,0.08621,0.14036,5.0,0.12904488
"UBB","PA_LF",0.1475,0.11472106,0.010190003,0.14216,5.0,0.18104954
"SALARY","SB%",0.14749,0.12629454,0.030919991,0.13922,5.0,0.14558658
"G_1B","OBI",0.14747,0.020010442,0.02188,0.14395,5.0,0.35701478
"OUT","G_DH",0.14737,0.14484315,0.027439997,0.13826,5.0,0.050267726
"PA_2B","D_PMLVr",0.14735,0.1341079,0.023549996,0.14156,5.0,0.115074314
"DP%","R3BI%",0.1472,0.14598563,0.01721,0.13972,5.0,0.03484778
"G_C","OBI",0.14717,0.14637326,0.059169997,0.14717,4.807355,-0.028226813
"PA_DH","D_VORPr",0.14715,0.13348176,0.024699993,0.14098,5.0,0.11691122
"G_DH","D_VORPr",0.14715,0.13580291,0.058879994,0.14098,5.0,0.10652271
"H","LEADOFFR",0.14714,0.14614975,0.057699993,0.14105,5.0,0.03146811
"SH","STRIKES",0.14711,0.14624569,0.094050005,0.13973,5.0,0.029399302
"PA_1B","PA_DH",0.14709,0.14661406,0.01608,0.14115,5.0,-0.021816188
"PA_1B","G_DH",0.14709,0.1463802,0.01748,0.14034,5.0,-0.026642038
"BALLS","G_LF",0.14708,0.12881903,0.024899997,0.14167,5.0,0.13513318
"PA_1B","SB%",0.14703,0.14678566,0.02911,0.13979,5.0,-0.015631163
"SF","G_1B",0.14701,0.050249755,0.046909995,0.1429,5.0,0.31106308
"B2R","POP%",0.14699,0.1426082,0.118540004,0.14,5.0,-0.06619516
"H","PA_DH",0.14695,0.14441913,0.025030002,0.13946,5.0,0.05030784
"H","G_DH",0.14695,0.14582744,0.043240003,0.13946,5.0,0.033504713
"PA","G_CF",0.14693,0.11466168,0.02871,0.13834,5.0,0.17963383
"GB%","R3BI%",0.14688,0.14529032,0.01881,0.13817,5.0,0.039870832
"GB","LEADOFFR",0.14685,0.14248061,0.072340004,0.13891,5.0,0.06610136
"D_ISO","LD%",0.14683,0.13802296,0.09060001,0.14038,5.0,0.09384588
"END_GAMER","R1BI%",0.14683,0.12515426,0.105560005,0.14063,5.0,-0.14722686
"STRIKES","ROEr",0.14676,0.13310508,0.10991,0.13938,5.0,-0.116854236
"ROE","PA_SS",0.14675,0.093161166,0.052270003,0.14082,5.0,0.23149264
"LEADOFF_PA","UBBr",0.14675,0.13951027,0.100490004,0.14077,5.0,0.08508663
"POP","OBP",0.14674,0.098781206,0.04901,0.14268,5.0,0.21899498
"AB","G_CF",0.14672,0.114657566,0.0257,0.13831,5.0,0.17905988
"PA_SS","G_PR",0.14669,0.14605826,0.064389996,0.14167,5.0,-0.025134446
"PA_DH","OUTR",0.14669,0.13481171,0.07572,0.13948,5.0,-0.108987525
"PA_2B","R1_BI",0.14668,0.1464724,0.06613,0.14128,5.0,-0.014408516
"POP%","R3_BI",0.14666,0.124654755,0.058300003,0.13988,5.0,-0.14834164
"PA_LF","D_PMLV",0.14664,0.1207137,0.014799997,0.1404,5.0,0.16101645
"HBP","PA_1B",0.14663,0.12460213,0.051870003,0.14109,5.0,0.1484179
"H","G_RF",0.14658,0.101318166,0.042209998,0.14196,5.0,0.21274829
"DP","PA_C",0.14656,0.14475861,0.067839995,0.14316,5.0,0.04244271
"1B","POP%",0.14655,0.085994385,0.01128,0.14152,5.0,-0.2460805
"SH","R2BI%",0.14654,0.11868392,0.09858,0.13972,5.0,-0.16690142
"SF","PA_DH",0.14652,0.14377232,0.065060005,0.14055,5.0,0.05241833
"G_RF","R",0.1465,0.10340724,0.064109996,0.14298,5.0,0.20758797
"NSOR","R1",0.1465,0.09784447,0.052990004,0.14133,5.0,-0.22058
"G_2B","FB%",0.14648,0.1452216,0.02254,0.14236,5.0,-0.035473753
"PA_3B","RBIR",0.14647,0.12069577,0.09810999,0.14169,5.0,0.16054355
"BK","SO/BB",0.14646,0.13477604,0.12645,0.1375,5.0,-0.108092345
"UBBr","D_RPMLVr",0.14646,0.08369951,0.030489996,0.14083,5.0,0.25052044
"BK","PA_1B",0.14645,0.13308738,0.12904,0.14264,5.0,0.11559678
"PA_3B","GB%",0.14645,0.104592845,0.020469993,0.13702,5.0,-0.2045902
"D_BPF","R2BI%",0.14643,0.14417072,0.019099995,0.13873,5.0,0.047531955
"PA_3B","SB",0.14642,0.14368036,0.033320002,0.14078,5.0,-0.05234162
"IBBR","R2BI%",0.14642,0.14499897,0.1223,0.13941,5.0,0.037696708
"G","G_RF",0.14639,0.09680165,0.036479995,0.14058,5.0,0.22268443
"INTERFERENCE","D_EqR",0.14638,0.14445357,0.13461001,0.1416,5.0,0.043891188
"PA_SS","B1R",0.14629,0.1069895,0.07686,0.14259,5.0,0.19824354
"HR","HITR",0.14628,0.06609748,0.033639997,0.14628,4.807355,0.2831652
"G_DH","PA_ROB",0.14628,0.13862075,0.025520004,0.13853,5.0,0.08751716
"HBPR","R",0.14626,0.14130498,0.12781999,0.13957,5.0,-0.07039181
"G_SS","PICKOFF",0.14624,0.12804642,0.090739995,0.13883,5.0,0.13488355
"PA_3B","B3R",0.1462,0.13479723,0.13019,0.13816,5.0,-0.10678376
"LD","POP%",0.14614,0.10932666,0.020130001,0.14143,5.0,-0.191868
"SIT_DP","G_DH",0.14613,0.13685454,0.028739996,0.13957,5.0,0.09630918
"B3R","D_PMLV",0.14613,0.13703702,0.12722999,0.13784,5.0,0.09535704
"BB","G_RF",0.14612,0.10848829,0.027550004,0.1402,5.0,0.19398893
"G_C","R3_BI",0.14611,0.1460167,0.07734,0.14395,5.0,-0.009658728
"POS","DP%",0.1461,0.11246468,0.08697,0.14014,5.0,-0.18339935
"HR","LD%",0.1461,0.1320993,0.050010003,0.13985,5.0,0.11832457
"POP%","SB",0.14607,0.13699512,0.03925,0.13825,5.0,-0.09526214
"RBI","SFR",0.14605,0.12902075,0.074710004,0.14235,5.0,0.13049619
"PA_LF","R2_BI",0.14605,0.11311079,0.06485,0.14206,5.0,0.18149164
"G_1B","RBIR",0.14603,0.055889793,0.058029994,0.1416,5.0,0.30023357
"UBB","G_RF",0.14601,0.104775,0.023759998,0.14009,5.0,0.20306402
"UBB","SB%",0.14601,0.081719935,0.011640005,0.14118,5.0,0.25355485
"ROE","TBP",0.14599,0.030911773,0.022359997,0.14449,5.0,0.33923182
"ROE","D_EqA",0.14599,0.070927724,0.040139996,0.14498,5.0,0.27397496
"WP","G_C",0.14599,0.14577833,0.07542,0.1423,5.0,0.014548988
"END_GAMER","R3BI%",0.14596,0.14300586,0.123720005,0.13835,5.0,-0.05435198
"SO","PA_3B",0.14593,0.122234434,0.038259998,0.1403,5.0,0.15393367
"D_BPF","D_MLV",0.14593,0.14592934,0.0126600005,0.13897,5.0,-8.1616134E-4
"SALARY","HBP",0.14591,0.12904443,0.09641999,0.1383,5.0,0.12986748
"PA_2B","R3_BI",0.1459,0.12186187,0.052589998,0.14172,5.0,0.15504234
"END_GAMER","R2BI%",0.14589,0.11250484,0.108279996,0.14043,5.0,-0.18271606
"SIT_DP","HBPR",0.14586,0.13251668,0.108720005,0.13987,5.0,-0.11551329
"G_2B","D_RPMLVr",0.14582,0.13401298,0.024440002,0.14089,5.0,0.1086601
"Record_ID#","ROOKIE",0.14575,0.14422515,0.13707,0.14575,4.9068904,0.039049294
"ROOKIE","D_RPMLV",0.14575,0.14498933,0.14203,0.14575,4.9068904,-0.027580382
"G_2B","UBBr",0.14572,0.13869844,0.098050006,0.14202,5.0,-0.08379476
"TBP","POP%",0.14567,0.14484234,0.071049996,0.13966,5.0,-0.028768985
"ROE","D_BPF",0.14566,0.14495051,0.09499,0.13742,5.0,0.026636297
"SO","PA_CF",0.14565,0.1005335,0.04728,0.14087,5.0,0.21240646
"SF","G_LF",0.14563,0.1442935,0.10548,0.13616,5.0,0.036558155
"ROE","POP%",0.14563,0.1408825,0.07903,0.13977,5.0,-0.06890202
"SALARY","LD%",0.14562,0.13107075,0.0282,0.13778,5.0,0.1206203
"PA_CF","LEADOFFR",0.14562,0.098303944,0.014580004,0.14044,5.0,0.21752256
"LEADOFF_PA","POP%",0.14561,0.13815129,0.013330001,0.13718,5.0,-0.0863639
"SOr","PA_ROB",0.14558,0.13481925,0.051839992,0.13901,5.0,-0.10373397
"D_BPF","D_VORP",0.14558,0.14541884,0.024130002,0.13873,5.0,0.012694907
"SIT_DP","NSOR",0.14557,0.10208278,0.03982999,0.14001,5.0,-0.20853588
"PA_LF","IBBR",0.14557,0.14122732,0.11408,0.13989,5.0,0.065898925
"G_LF","UBBr",0.14556,0.14087765,0.08059,0.1434,5.0,0.06842772
"ROEr","PA_ROB",0.14556,0.1286961,0.105969995,0.13779,5.0,-0.12986106
"ABR","R1BI%",0.14554,0.12010506,0.07887,0.13901,5.0,-0.15948336
"G_2B","D_PMLVr",0.14548,0.13371198,0.029450003,0.14054,5.0,0.10848057
"G_1B","B2R",0.14541,0.1382567,0.119540006,0.13935,5.0,0.08457718
"IBBR","R3BI%",0.14541,0.13741696,0.11784,0.13813,5.0,-0.08940385
"G_LF","R1BI%",0.1454,0.12423679,0.028059997,0.14016,5.0,0.14547582
"G_1B","SB%",0.14539,0.14490929,0.020269997,0.14094,5.0,-0.02192524
"UBB","SH",0.14527,0.13155341,0.09232001,0.13842,5.0,-0.11711786
"HR","PA_C",0.14525,0.13901584,0.04457999,0.14271,5.0,-0.07895666
"PA_1B","FB%",0.14523,0.11111167,0.013700001,0.13894,5.0,0.18471146
"PA_RF","D_MLV",0.14522,0.12001258,0.01986,0.13741,5.0,0.15876845
"G_RF","D_MLV",0.14522,0.12457432,0.053739995,0.13741,5.0,0.14368603
"1B","G_SS",0.1452,0.07822933,0.033320002,0.14318,5.0,0.25878692
"PA_SS","D_VORPr",0.14516,0.13737215,0.04252,0.14015,5.0,0.08824881
"PA_SS","R1BI%",0.14515,0.13622308,0.02347,0.1409,5.0,-0.09448241
"PA_DH","AVG",0.14514,0.14501745,0.07045001,0.13768,5.0,0.011070666
"PA_DH","D_OUTS_EQ",0.14507,0.14138965,0.019960001,0.14013,5.0,0.06066593
"PA_2B","SO/BB",0.14503,0.14312816,0.04613001,0.13713,5.0,-0.043610286
"PA_CF","R",0.145,0.093071856,0.026889998,0.14052,5.0,0.22787747
"PA_3B","SO/BB",0.14499,0.14459993,0.022939995,0.13742,5.0,-0.019750023
"POS","R1BI%",0.14491,0.14307393,0.057399996,0.13985,5.0,0.04284935
"BALLS","PA_LF",0.14488,0.115999684,0.019780003,0.13789,5.0,0.16994208
"1B","HBPR",0.14484,0.12078096,0.097660005,0.13692,5.0,-0.15510978
"LD","G_2B",0.14483,0.106574886,0.02877,0.14114,5.0,0.19558915
"FB","G_DH",0.14481,0.14211857,0.039500006,0.13681,5.0,0.051879082
"POP","HITR",0.14478,0.06416249,0.01676,0.13899,5.0,0.2839322
"LEADOFFR","PA_ROB",0.14478,0.12193714,0.053719997,0.13678,5.0,-0.15113853
"ROE","PA_RF",0.14476,0.12455153,0.085559994,0.13866,5.0,0.1421565
"1B","PA_LF",0.14475,0.1299138,0.01952,0.14109,5.0,0.1218039
"G_C","D_MLVr",0.14475,0.13597749,0.018700004,0.14045,5.0,-0.093661696
"PA_C","SO/BB",0.14469,0.14113434,0.025270008,0.13783,5.0,0.059629444
"G_C","SO/BB",0.14469,0.13932137,0.037300006,0.13783,5.0,0.07327099
"2B","G_CF",0.14465,0.13092138,0.035839997,0.14212,5.0,0.11716921
"G_CF","SO/BB",0.14464,0.14425784,0.04158,0.1369,5.0,-0.019548682
"PA_SS","TBP",0.14462,0.1443929,0.061740004,0.14185,5.0,-0.015069941
"D_ISO","SO/BB",0.1446,0.13929836,0.08377001,0.13758,5.0,-0.07281231
"LD","G_3B",0.14459,0.118779875,0.043670006,0.13988,5.0,0.16065532
"PA_3B","LEADOFFR",0.14459,0.13107006,0.08645001,0.13762,5.0,-0.11627528
"HBPR","GB%",0.14459,0.13580123,0.11799,0.13779,5.0,-0.09374849
"SF","PA_RF",0.14449,0.1334301,0.10154,0.13995,5.0,0.105166085
"PA_C","PICKOFF",0.14448,0.13483296,0.10901,0.14253,5.0,-0.09821936
"G_LF","R3_BI",0.14445,0.12906976,0.048559994,0.13988,5.0,0.124017045
"2B","G_SS",0.14444,0.12939033,0.053110003,0.14075,5.0,0.12267708
"POS","SIT_DP",0.14441,0.1439806,0.034989998,0.13589,5.0,-0.020721665
"PA_C","D_VORPr",0.14441,0.14433984,0.014929999,0.14071,5.0,-0.008375974
"G_DH","D_OUTS_EQ",0.14438,0.14241527,0.026630007,0.13663,5.0,0.044325348
"FB","ROEr",0.14437,0.12217349,0.09612,0.13705,5.0,-0.14898494
"PA_PH","POP%",0.14435,0.14047647,0.03141,0.13763,5.0,-0.062237773
"G_PH","POP%",0.14435,0.140462,0.03317,0.13763,5.0,-0.06235396
"DP","PA_RF",0.14432,0.11836879,0.07413,0.13946,5.0,0.16109379
"PA_SS","D_PMLV",0.14431,0.1389142,0.028779998,0.13899,5.0,0.073456064
"PA_SS","R3BI%",0.14431,0.14394976,0.017539993,0.13844,5.0,-0.018979833
"Record_ID#","G_2B",0.1443,0.12694265,0.048469998,0.1351,5.0,-0.1317473
"STRIKES","LEADOFFR",0.14429,0.14296155,0.04586,0.13481,5.0,0.036447912
"PA_DH","G_1B",0.14427,0.14354408,0.01941,0.141,5.0,-0.026942939
"G_3B","HRr",0.14427,0.12697881,0.08736,0.13976,5.0,0.13149595
"HBP","GIDP",0.14417,0.087531045,0.04813,0.14272,5.0,0.23798941
"ROEr","D_BPF",0.14415,0.14208515,0.12746,0.13638,5.0,-0.04544074
"LEADOFFR","D_RAP",0.14415,0.14185631,0.070930004,0.13669,5.0,0.047892533
"INTERFERENCE","PITCHES",0.14414,0.1414197,0.13578,0.13327,5.0,0.05215655
"INTERFERENCE","D_NETDP",0.14414,0.14161222,0.12839,0.14414,4.9068904,0.050277185
"INTERFERENCE","D_RARP",0.14414,0.14412019,0.11765,0.14044,5.0,-0.00445252
"G_3B","D_ISO",0.1441,0.12457083,0.072569996,0.14099,5.0,0.1397468
"RBI","G_1B",0.14405,0.008521199,0.030390002,0.13932,5.0,0.36814237
"TOB","B1R",0.14405,0.13259459,0.050750002,0.13798,5.0,0.107029974
"BB","PA_2B",0.14399,0.14210765,0.01196,0.13698,5.0,0.043385945
"PA_SS","D_RPMLVr",0.14398,0.13709225,0.03371,0.13866,5.0,0.08299242
"SOr","POP%",0.14396,0.14338872,0.09102,0.13699,5.0,0.023901515
"H","SOr",0.14395,0.09013818,0.042280003,0.13612,5.0,-0.23197375
"SFR","R2",0.14394,0.13901885,0.07875,0.13801,5.0,0.0701509
"PA_2B","TBP",0.14392,0.13762724,0.027050003,0.13914,5.0,0.07932689
"B2R","R3_BI",0.14387,0.008200571,0.026979998,0.14387,4.5849624,0.3683333
"G_1B","R2BI%",0.14383,0.13171905,0.0338,0.13808,5.0,0.11004974
"POS","PITCHES",0.14381,0.14368005,0.039520003,0.13412,5.0,0.011399562
"GIDP","D_ISO",0.14381,0.06651137,0.021519996,0.14381,4.9068904,0.2780263
"SO","SFR",0.1438,0.14330268,0.094100006,0.1378,5.0,0.02230093
"2B","G_3B",0.14376,0.12138138,0.04322,0.1393,5.0,0.14959484
"PA_3B","TBP",0.14375,0.11743737,0.06149,0.13785,5.0,0.16221167
"WP","D_EqA",0.14373,0.013235882,0.019769996,0.13555,5.0,0.3612397
"G_SS","D_PMLV",0.14373,0.14198412,0.02747,0.13646,5.0,0.041783642
"BB","SFR",0.14372,0.14358583,0.100659996,0.13657,5.0,0.0115832025
"DP","PA_CF",0.14371,0.14332561,0.08038,0.13553,5.0,0.019605935
"PA_1B","D_RPMLVr",0.14368,0.109575465,0.036689997,0.13878,5.0,0.18467416
"G_CF","CS",0.14368,0.017268747,0.028109998,0.14144,5.0,0.3555436
"SIT_DP","POP%",0.14364,0.12366419,0.01755999,0.13686,5.0,-0.14133579
"FC","D_RPMLVr",0.14363,0.13012195,0.11521,0.13757,5.0,0.11622418
"PA_SS","D_PMLVr",0.14361,0.13649769,0.074540004,0.13829,5.0,0.08433452
"B2R","D_BPF",0.14361,0.13355294,0.12247,0.13567,5.0,0.10028489
"OUTR","FB%",0.1436,0.11842884,0.06464,0.13451,5.0,-0.15865423
"SO","PA_DH",0.14359,0.122982524,0.018289998,0.13978,5.0,0.14355305
"BB","PA_SS",0.14348,0.14257608,0.029820003,0.14019,5.0,0.030065147
"UBB","SB",0.14346,0.045040302,0.032019995,0.14297,5.0,0.31371915
"HITR","DP%",0.14344,0.11976845,0.073879994,0.13545,5.0,0.15385559
"ROEr","D_VORPr",0.1434,0.1249681,0.11791,0.13854,5.0,-0.13576415
"ROE","G_2B",0.14339,0.10044964,0.06031,0.13547,5.0,0.20722055
"FB","HBPR",0.14339,0.13814464,0.12518,0.136,5.0,-0.072424844
"ROE","PA_3B",0.14337,0.13209993,0.086490005,0.13682,5.0,0.10616065
"PA_LF","GB%",0.14333,0.13346775,0.023819998,0.1362,5.0,-0.09930881
"PA_LF","R2BI%",0.14331,0.13428988,0.0124699995,0.1367,5.0,0.09497431
"G_SS","D_ISO",0.1433,0.12114987,0.02736,0.1396,5.0,-0.14882919
"D_BPF","D_MLVr",0.14326,0.14235485,0.042400002,0.1362,5.0,0.030085903
"BK","OBI",0.14325,0.10504456,0.10738,0.1373,5.0,0.19546214
"Record_ID#","RBIR",0.14324,0.14316066,0.100530006,0.13499,5.0,-0.008907562
"FC","G_LF",0.14324,0.14306867,0.098400004,0.13869,5.0,0.013089358
"PA_1B","NSOR",0.14324,0.119419046,0.078930005,0.13724,5.0,-0.1543404
"G_SS","OBI%",0.14323,0.1318575,0.027490005,0.137,5.0,-0.106641956
"SOr","D_VORPr",0.14321,0.12078338,0.076579995,0.13727,5.0,-0.14975518
"IBBR","POP%",0.14316,0.13880369,0.11992,0.13689,5.0,-0.066002294
"PA_PH","G_3B",0.14314,0.14287722,0.014540002,0.13832,5.0,-0.01621033
"H","ABR",0.14311,0.14257762,0.08501001,0.13528,5.0,0.023073623
"END_GAME","D_EqA",0.14309,0.05655492,0.01952,0.13491,5.0,0.29416844
"PA_3B","END_GAMER",0.14307,0.14238083,0.119679995,0.1383,5.0,-0.02625192
"CS","D_PMLVr",0.14306,0.10653409,0.08183999,0.13764,5.0,0.19111753
"PA_1B","R2BI%",0.14302,0.12890127,0.042870007,0.13633,5.0,0.11882228
"SALARY","B1R",0.14301,0.1422097,0.10322,0.13508,5.0,-0.028289683
"RBIR","DP%",0.143,0.14298472,0.07565001,0.13647,5.0,-0.003909522
"PA_2B","R2BI%",0.14292,0.14204662,0.044979997,0.13678,5.0,-0.029553222
"GIDP","PA_LF",0.14289,0.1423109,0.07401001,0.13646,5.0,0.02406466
"G_SS","DP%",0.14287,0.124790944,0.05573999,0.13607,5.0,0.13445836
"PA_DH","PA_PH",0.14285,0.13820086,0.046459995,0.13658,5.0,-0.06818451
"PA_DH","G_PH",0.14285,0.1381959,0.05195,0.13658,5.0,-0.06822087
"PA_2B","B3R",0.14279,0.13400817,0.112050004,0.13673,5.0,0.09371143
"PA_DH","D_MLVr",0.14278,0.123434305,0.0142899975,0.13689,5.0,0.13908884
"G_DH","D_MLVr",0.14278,0.12603313,0.042040005,0.13689,5.0,0.1294097
"PA_LF","HRr",0.14276,0.07588792,0.06933999,0.13617,5.0,0.25859636
"POS","FB%",0.14274,0.13711944,0.07112999,0.13561,5.0,-0.074970335
"DP%","SB%",0.14273,0.12857212,0.050409995,0.13449,5.0,-0.1189869
"HR","IBBR",0.14271,0.010769621,0.05364,0.13916,5.0,0.36323598
"TB","POP%",0.1427,0.13273114,0.023680001,0.13525,5.0,-0.09984419
"SIT_DP","PA_LF",0.14266,0.12301368,0.013390001,0.1359,5.0,0.14016534
"Record_ID#","B2R",0.14264,0.14238463,0.119669996,0.13479,5.0,-0.01597984
"DP","G_1B",0.14261,0.06830652,0.07361,0.13911,5.0,0.27258664
"AB","ROEr",0.1426,0.13191345,0.10283,0.13401,5.0,-0.10337576
"WP","PA_3B",0.14256,0.07711252,0.05956001,0.136,5.0,0.25582707
"PA","LEADOFFR",0.14255,0.1419027,0.046600007,0.13444,5.0,0.025442261
"ROE","FB%",0.14253,0.14178918,0.078389995,0.13472,5.0,-0.0272179
"PA_SS","SO/BB",0.14253,0.13960923,0.05077999,0.13549,5.0,-0.05404413
"ABR","ROB",0.14253,0.13457802,0.094409995,0.13426,5.0,-0.08917385
"G_LF","ABR",0.14249,0.14024788,0.10984,0.13798,5.0,-0.047351062
"PA_DH","G_PR",0.14244,0.13234092,0.07275001,0.13732,5.0,-0.10049422
"G_1B","G_3B",0.14244,0.14165811,0.0150799975,0.1375,5.0,-0.027962271
"G_1B","D_MLV",0.14244,0.0633338,0.014870003,0.13572,5.0,0.28125826
"G_3B","G_PH",0.14242,0.14215007,0.013819993,0.13769,5.0,-0.016429424
"G_SS","R1BI%",0.14242,0.13062878,0.024559997,0.13774,5.0,-0.108587384
"SF","G_3B",0.14241,0.11714524,0.09080999,0.13801,5.0,0.15894891
"BK","POP%",0.14241,0.14237176,0.12005,0.13558,5.0,0.0061831526
"SF","G_C",0.1424,0.14238785,0.08277,0.13717,5.0,-0.0034854757
"DP","OBP",0.1424,0.03218297,0.016729996,0.13763,5.0,0.3319895
"G_3B","D_VORPr",0.1424,0.1329784,0.033639997,0.13741,5.0,0.09706496
"B3R","PA_ROB",0.14231,0.13855025,0.13185999,0.13409,5.0,0.061316766
"G","SOr",0.14226,0.13029946,0.05816,0.13469,5.0,-0.10936426
"PA_DH","PA%",0.14226,0.13663237,0.043870002,0.13741,5.0,0.07501759
"PA_LF","G_SS",0.14223,0.12462837,0.017080009,0.13834,5.0,-0.13267113
"SHR","POP%",0.14219,0.14189674,0.13022,0.13612,5.0,0.017124612
"ROE","SO/BB",0.14214,0.13988799,0.09599,0.13439,5.0,-0.047455378
"PA_LF","OBI",0.14212,0.103939764,0.029119998,0.13844,5.0,0.19539765
"SALARY","PA_CF",0.1421,0.14209844,0.041370004,0.13435,5.0,0.0012487614
"3B","SLG",0.14205,0.06412229,0.03592,0.14049,5.0,0.27915534
"B1R","R1",0.14203,0.14003825,0.04209,0.13513,5.0,0.044628963
"SO/BB","NSOR",0.14202,0.12953478,0.07575,0.13535,5.0,-0.11173725
"G_LF","BBr",0.14201,0.13627426,0.0767,0.13611,5.0,0.0757347
"GIDP","OBP",0.14199,0.051241636,0.03102,0.13722,5.0,0.3012447
"Record_ID#","G_PR",0.14197,0.14107029,0.09097999,0.13449,5.0,-0.029995093
"PA_PH","D_RPMLVr",0.14191,0.08654538,0.017589994,0.1388,5.0,-0.23529689
"G_PH","D_RPMLVr",0.14191,0.08651899,0.018229999,0.1388,5.0,-0.23535295
"SOr","D_PMLV",0.14191,0.13680534,0.08653,0.13484,5.0,-0.07144688
"PA_C","D_BPF",0.14189,0.14141273,0.036140002,0.13314,5.0,0.021846436
"G_C","D_BPF",0.14189,0.14124335,0.043420002,0.13314,5.0,0.02542941
"SO","PA_LF",0.14187,0.09866572,0.02081,0.13685,5.0,0.2078564
"SIT_DP","G_CF",0.14177,0.12776485,0.01958,0.13603,5.0,0.118343346
"PA_2B","D_BPF",0.14177,0.14174224,0.045440003,0.13391,5.0,-0.0052683926
"PA_SS","R2BI%",0.14177,0.14012483,0.03429001,0.13417,5.0,-0.04056072
"G_CF","R3",0.14177,0.12825814,0.01579,0.13715,5.0,0.116240524
"SB%","OBI",0.14174,0.09829484,0.017640002,0.13644,5.0,0.20843501
"PA_SS","HRr",0.14172,0.1127132,0.07205,0.13887,5.0,-0.1703138
"AVG","GB%",0.14169,0.13853626,0.08634,0.13449,5.0,-0.056158185
"GIDP","G_1B",0.14168,0.0759149,0.06265,0.13765,5.0,0.25644708
"PA_SS","PA_DH",0.14166,0.13177072,0.010419998,0.13584,5.0,-0.09944491
"PA_SS","G_DH",0.14166,0.13109984,0.069560006,0.13584,5.0,-0.10276269
"PA_C","D_NETDP",0.14165,0.12890333,0.044570006,0.1337,5.0,0.11290121
"G_C","D_NETDP",0.14165,0.12987235,0.05510001,0.1337,5.0,0.10852492
"GB","G_CF",0.14162,0.10879509,0.016509999,0.13587,5.0,0.18117645
"G_SS","SB%",0.14159,0.12687156,0.04089,0.13666,5.0,0.12131957
"G_1B","D_RAP",0.14155,0.12495688,0.01636,0.13287,5.0,0.1288143
"SH","R3BI%",0.14152,0.13425697,0.100209996,0.13367,5.0,0.085223354
"3B","HITR",0.1415,0.045683764,0.043519996,0.1415,4.807355,0.30954197
"LD","PA_CF",0.14145,0.12384652,0.021559998,0.1355,5.0,0.1326781
"IBB","RBIR",0.1414,-0.037692964,0.030219994,0.14021,5.0,0.42319375
"PA_3B","DP%",0.14133,0.14114921,0.01999,0.135,5.0,-0.013446199
"G_1B","PICKOFF",0.14129,0.12900518,0.08894999,0.13759,5.0,-0.11083691
"PA_1B","SLG",0.14128,0.08088364,0.0729,0.13431,5.0,0.2457567
"3B","G_CF",0.14127,0.0815254,0.05495,0.13649,5.0,0.24442707
"LEADOFF_PA","PA_DH",0.14127,0.14000049,0.009440005,0.13436,5.0,0.035630185
"LEADOFF_PA","G_DH",0.14127,0.14083387,0.038499996,0.13436,5.0,0.020883836
"PA_DH","SO/BB",0.14124,0.13855994,0.027450003,0.13421,5.0,-0.051769342
"G_DH","SO/BB",0.14124,0.13908423,0.04422,0.13421,5.0,-0.046430178
"PA_SS","NSOR",0.1412,0.1028118,0.01658,0.13882,5.0,0.1959291
"IBBR","LD%",0.14118,0.13502792,0.11867999,0.13312,5.0,0.07843517
"LD","SOr",0.14117,0.052931577,0.030160002,0.13594,5.0,-0.29704952
"PB","POP",0.14114,0.109276235,0.07248,0.13521,5.0,0.17850424
"BB","SOr",0.1411,0.13727626,0.04326,0.13605,5.0,0.061836407
"PA_2B","D_VORPr",0.14109,0.1262955,0.030850008,0.13552,5.0,0.121632606
"AVG","FB%",0.14109,0.13984804,0.07173,0.1341,5.0,0.035241608
"B1R","D_EqR",0.14102,0.13822147,0.043420002,0.13199,5.0,0.052901138
"POS","R2BI%",0.141,0.14063764,0.09866001,0.13419,5.0,-0.019036006
"SO/BB","R3BI%",0.141,0.1402229,0.01551,0.1341,5.0,-0.027876316
"HR","PA_RF",0.14098,0.11481804,0.042460002,0.13656,5.0,0.16174662
"ROE","G_C",0.14098,0.130221,0.093380004,0.13874,5.0,-0.10372562
"PA_1B","PA_RF",0.14098,0.12907289,0.03091,0.13618,5.0,-0.109119736
"PA_1B","G_RF",0.14098,0.1281302,0.036270007,0.13618,5.0,-0.11335702
"G","HBPR",0.14096,0.12286027,0.11857999,0.13518,5.0,-0.13453521
"FC","R2BI%",0.14094,0.14082783,0.124369994,0.13337,5.0,0.010590852
"DP","SO/BB",0.14093,0.10865177,0.042440005,0.13411,5.0,-0.17966141
"RBI","G_C",0.14088,0.13822395,0.05914,0.13835,5.0,-0.051536884
"G_2B","R3_BI",0.14088,0.1204792,0.035280004,0.13602,5.0,0.14283139
"POP%","R3",0.14084,0.13162756,0.035490006,0.13451,5.0,-0.09598145
"G_LF","CS",0.14082,0.13762844,0.067439996,0.13609,5.0,0.05649385
"IBB","BBr",0.14079,-0.010799319,0.024379998,0.13697,5.0,0.38934472
"HR","PA_DH",0.14069,0.09689231,0.05298,0.13633,5.0,0.20927897
"SALARY","B3R",0.14068,0.13270809,0.12415,0.13412,5.0,-0.0892856
